,Date,latitude,longitude,bay_ID,place_name,V6,V5
85,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Enophrys bison,beach seine
86,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Hemilepidotus hemilepidotus,beach seine
87,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Sebastes maliger,beach seine
88,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Aulorhynchus flavidus,beach seine
89,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Blepsias cirrhosus,beach seine
90,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Cottidae,beach seine
91,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Gasterosteus aculeatus,beach seine
92,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Hemilepidotus sp.,beach seine
93,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Leptocottus armatus,beach seine
94,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Limanda aspera,beach seine
95,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Oncorhynchus kisutch,beach seine
96,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Pleuronichthys coenosus,beach seine
97,6/11/21,55.0426,-130.9995,KAHS_A,Kah shakes,Sebastes caurinus,beach seine
98,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Acrosiphinia arcta,hand
99,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Ceramiales (order),hand
100,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Chordaria flagelliformis,hand
101,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Costaria costata,hand
102,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Cryptosiphonia woodii,hand
103,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Desmarestia viridis,hand
104,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Fucus distichus,hand
105,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Mazzaella phyllocarpa,hand
106,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Neorhodomela aculeata,hand
107,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Neorhodomela larix,hand
108,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Palmaria hecatensis,hand
109,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Palmaria mollis,hand
110,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Polyneura latissima,hand
111,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Pterosiphonia spp,hand
112,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Saccharina latissima,hand
113,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Sparlingia pertusa,hand
114,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Ulva lactuca,hand
115,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Ulva linza,hand
116,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Unknown Finely Branched Reds,hand
117,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Cymatogaster aggregata,beach seine
118,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Ammodytes personatus,beach seine
119,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Citharichthys stigmaeus,beach seine
120,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Lepidopsetta spp.,beach seine
121,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Blepsias cirrhosus,beach seine
122,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Brachyistius frenatus,beach seine
123,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Enophrys bison,beach seine
124,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Pholis laeta,beach seine
125,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Sebastes caurinus,beach seine
126,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Sebastes sp,beach seine
127,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Anoplarchus insignis,beach seine
128,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Apodichthys flavidus,beach seine
129,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Artedius spp.,beach seine
130,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Hexagrammos decagrammus,beach seine
131,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Hexagrammos octogrammus,beach seine
132,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Hexagrammos stelleri,beach seine
133,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Leptocottus armatus,beach seine
134,6/12/21,55.066147,-130.989508,KAHS_B,Kah shakes,Podothecus accipenserinus,beach seine
135,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Acrosiphinia arcta,hand
136,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Agarum spp,hand
137,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Desmarestia aculeata,hand
138,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Fucus gardneri,hand
139,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Mazzaella phyllocarpa,hand
140,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Microcladia borealis,hand
141,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Neorhodomela aculeata,hand
142,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Odonthalia floccosa f. comosa,hand
143,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Palmaria hecatensis,hand
144,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Palmaria mollis,hand
145,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Polyneura latissima,hand
146,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Pterosiphonia spp,hand
147,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Ptilota serrata,hand
148,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Saccharina groenlandica,hand
149,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Schizymenia pacifica,hand
150,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Ulva lactuca,hand
151,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Unknown Finely Branched Reds,hand
152,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Parophrys vetulus,beach seine
153,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Salvelinus malma,beach seine
154,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Aulorhynchus flavidus,beach seine
155,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Gadus macrocephalus,beach seine
156,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Blepsias cirrhosus,beach seine
157,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Oncorhynchus gorbuscha,beach seine
158,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Pholis laeta,beach seine
159,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Ophiodon elongatus,beach seine
160,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Apodichthys flavidus,beach seine
161,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Artedius spp.,beach seine
162,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Hemilepidotus sp.,beach seine
163,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Oncorhynchus keta,beach seine
164,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Podothecus accipenserinus,beach seine
165,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Sebastes sp,beach seine
166,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Syngnathus leptorhynchus,beach seine
167,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Ammodytes personatus,beach seine
168,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Hexagrammos stelleri,beach seine
169,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Oncorhynchus kisutch,beach seine
170,6/13/21,54.974693,-131.255107,REEF_B,Reef harbor,Pleuronectidae,beach seine
171,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Lumpenus sagitta,beach seine
172,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Zostera marina,hand
173,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Pholis laeta,beach seine
174,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Gasterosteus aculeatus,beach seine
175,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Parophrys vetulus,beach seine
176,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Aulorhynchus flavidus,beach seine
177,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Artedius spp.,beach seine
178,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Gadus macrocephalus,beach seine
179,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Syngnathus leptorhynchus,beach seine
180,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Hexagrammos stelleri,beach seine
181,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Citharichthys stigmaeus,beach seine
182,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Cymatogaster aggregata,beach seine
183,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Lepidopsetta spp.,beach seine
184,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Leptocottus armatus,beach seine
185,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Metacarcinus magister,beach seine
186,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Myoxocephalus polyacanthocephalus,beach seine
187,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Oncorhynchus gorbuscha,beach seine
188,6/14/21,55.156451,-131.749909,DALL_A,Dall bay,Division Teleostei,beach seine
189,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Agarum clathratum,hand
190,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Chondracanthus exasperatus,hand
191,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Fucus distichus,hand
192,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Halosaccion glandiforme,hand
193,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Leathesia marina,hand
194,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Mazzaella splendens,hand
195,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Microcladia borealis,hand
196,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Neorhodomela aculeata,hand
197,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Odonthalia floccosa f. comosa,hand
198,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Opuntiella californica,hand
199,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Palmaria mollis,hand
200,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Polyneura latissima,hand
201,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Ptilota serrata,hand
202,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Saccharina latissima,hand
203,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Ulva lactuca,hand
204,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Unknown Finely Branched Reds,hand
205,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Oncorhynchus gorbuscha,beach seine
206,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Oncorhynchus kisutch,beach seine
207,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Ammodytes personatus,beach seine
208,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Cymatogaster aggregata,beach seine
209,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Gasterosteus aculeatus,beach seine
210,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Brachyistius frenatus,beach seine
211,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Artedius spp.,beach seine
212,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Sebastes sp,beach seine
213,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Pholis laeta,beach seine
214,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,"Pugettia producta, Majidae",beach seine
215,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Clupea pallasii,beach seine
216,6/15/21,55.155254,-131.742113,DALL_B,Dall bay,Oxylebius pictus,beach seine
217,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Syngnathus leptorhynchus,beach seine
218,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Zostera marina,hand
219,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Hexagrammos stelleri,beach seine
220,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Lumpenus sagitta,beach seine
221,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Gasterosteus aculeatus,beach seine
222,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Cymatogaster aggregata,beach seine
223,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Aulorhynchus flavidus,beach seine
224,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Temessus cheiragonus,beach seine
225,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Leptocottus armatus,beach seine
226,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Enophrys bison,beach seine
227,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Gadus macrocephalus,beach seine
228,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Myoxocephalus polyacanthocephalus,beach seine
229,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Metacarcinus gracilis,beach seine
230,6/22/21,54.9711,-132.0924,MOIR_A,Moira sound,Parstichopus californicus,beach seine
231,6/23/21,54.985511,-132.109731,MOIR_B,Moira sound,Agarum clathratum,hand
232,6/23/21,54.985511,-132.109731,MOIR_B,Moira sound,Callophyllis spp,hand
233,6/23/21,54.985511,-132.109731,MOIR_B,Moira sound,Ceramium pacificum,hand
234,6/23/21,54.985511,-132.109731,MOIR_B,Moira sound,Chaetomorpha spp,hand
235,6/23/21,54.985511,-132.109731,MOIR_B,Moira sound,Dictyosiphon foeniculaceus,hand
236,6/23/21,54.985511,-132.109731,MOIR_B,Moira sound,Dumontia alaskana,hand
237,6/23/21,54.985511,-132.109731,MOIR_B,Moira sound,Mazzaella phyllocarpa,hand
238,6/23/21,54.985511,-132.109731,MOIR_B,Moira sound,Palmaria hecatensis,hand
239,6/23/21,54.985511,-132.109731,MOIR_B,Moira sound,Palmaria mollis,hand
240,6/23/21,54.985511,-132.109731,MOIR_B,Moira sound,Saccharina groenlandica,hand
241,6/23/21,54.985511,-132.109731,MOIR_B,Moira sound,Saccharina spp,hand
242,6/23/21,54.985511,-132.109731,MOIR_B,Moira sound,Sphacelaria rigidula,hand
243,6/24/21,54.985511,-132.109731,MOIR_B,Moira sound,Cymatogaster aggregata,beach seine
244,6/24/21,54.985511,-132.109731,MOIR_B,Moira sound,Artedius spp.,beach seine
245,6/24/21,54.985511,-132.109731,MOIR_B,Moira sound,Pholis laeta,beach seine
246,6/24/21,54.985511,-132.109731,MOIR_B,Moira sound,Gadus macrocephalus,beach seine
247,6/24/21,54.985511,-132.109731,MOIR_B,Moira sound,Gasterosteus aculeatus,beach seine
248,6/24/21,54.985511,-132.109731,MOIR_B,Moira sound,Leptocottus armatus,beach seine
249,6/24/21,54.985511,-132.109731,MOIR_B,Moira sound,Parstichopus californicus,beach seine
250,6/24/21,54.985511,-132.109731,MOIR_B,Moira sound,"Pugettia producta, Majidae",beach seine
251,6/24/21,54.985511,-132.109731,MOIR_B,Moira sound,Syngnathus leptorhynchus,beach seine
252,6/24/21,54.985511,-132.109731,MOIR_B,Moira sound,Temessus cheiragonus,beach seine
253,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Acrosiphinia arcta,hand
254,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Agarum clathratum,hand
255,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Fucus distichus,hand
256,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Palmaria mollis,hand
257,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Saccharina groenlandica,hand
258,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Saccharina latissima,hand
259,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Saccharina spp,hand
260,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Ulva lactuca,hand
261,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Rhinogobiops nicholsii,beach seine
262,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Cymatogaster aggregata,beach seine
263,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Pholis laeta,beach seine
264,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Sebastes maliger,beach seine
265,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Sebastes sp,beach seine
266,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Artedius spp.,beach seine
267,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Temessus cheiragonus,beach seine
268,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Oxylebius pictus,beach seine
269,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Brachyistius frenatus,beach seine
270,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Leptocottus armatus,beach seine
271,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Ronquilus jordani,beach seine
272,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Sebastes caurinus,beach seine
273,6/25/21,54.726046,-132.124284,NICH_B,Nichols Bay,Sebastes melanops,beach seine
274,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Syngnathus leptorhynchus,beach seine
275,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Cymatogaster aggregata,beach seine
276,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Zostera marina,hand
277,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Pholis laeta,beach seine
278,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Myoxocephalus polyacanthocephalus,beach seine
279,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Artedius spp.,beach seine
280,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Hexagrammos octogrammus,beach seine
281,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Leptocottus armatus,beach seine
282,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Oncorhynchus kisutch,beach seine
283,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Blepsias cirrhosus,beach seine
284,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Enophrys bison,beach seine
285,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Gasterosteus aculeatus,beach seine
286,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Hexagrammos stelleri,beach seine
287,6/26/21,54.740107,-132.153373,NICH_A,Nichols Bay,Temessus cheiragonus,beach seine
288,6/27/21,54.830481,-132.28609,NA,NA,Agarum clathratum,hand
289,6/27/21,54.830481,-132.28609,NA,NA,Fucus distichus,hand
290,6/27/21,54.830481,-132.28609,NA,NA,Pterosiphonia spp,hand
291,6/27/21,54.830481,-132.28609,NA,NA,Saccharina latissima,hand
292,6/27/21,54.830481,-132.28609,NA,NA,Saccharina spp,hand
