"","date","site","latitude","longitude","collection_method","sp","weight_g","count","Life_stage"
"30",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Hemilepidotus hemilepidotus",NA,1,"adult/non-larval juveniles"
"31",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Hemilepidotus spinosus",NA,12,"adult/non-larval juveniles"
"32",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Hexagrammos decagrammus",NA,4,"adult/non-larval juveniles"
"33",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Hexagrammos octogrammus",NA,7,"adult/non-larval juveniles"
"34",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Hexagrammos stelleri",NA,60,"adult/non-larval juveniles"
"35",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Leptocottus armatus",NA,1,"adult/non-larval juveniles"
"36",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Lumpenus sagitta",NA,180,"adult/non-larval juveniles"
"37",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Mallotus villosus",NA,75,"adult/non-larval juveniles"
"38",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Ophiodon elongatus",NA,7,"adult/non-larval juveniles"
"39",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Parophrys vetulus",NA,13,"adult/non-larval juveniles"
"40",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Pholis laeta",NA,122,"adult/non-larval juveniles"
"41",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Rhinogobiops nicholsii",NA,2,"adult/non-larval juveniles"
"42",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Sebastes auriculatus",NA,33,"adult/non-larval juveniles"
"43",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Sebastes caurinus",NA,13,"adult/non-larval juveniles"
"44",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Sebastes sp",NA,6,"adult/non-larval juveniles"
"45",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Synchirus gilli",NA,24,"adult/non-larval juveniles"
"46",2022-07-02,"Blanquizal Point",55.62082,-133.38664,"beach seine","Syngnathus leptorhynchus",NA,213,"adult/non-larval juveniles"
"47",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Anoplarchus insignis",NA,1,"adult/non-larval juveniles"
"48",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Apodichthys flavidus",NA,5,"adult/non-larval juveniles"
"49",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Artedius spp.",NA,27,"adult/non-larval juveniles"
"50",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Aulorhynchus flavidus",NA,3,"adult/non-larval juveniles"
"51",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Blepsias cirrhosus",NA,7,"adult/non-larval juveniles"
"52",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Clupea pallasii",NA,1,"adult/non-larval juveniles"
"53",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Cymatogaster aggregata",NA,31,"adult/non-larval juveniles"
"54",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Gadus macrocephalus",NA,2,"adult/non-larval juveniles"
"55",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Gasterosteus aculeatus",NA,51,"adult/non-larval juveniles"
"56",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Hemilepidotus spinosus",NA,3,"adult/non-larval juveniles"
"57",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Hexagrammos stelleri",NA,39,"adult/non-larval juveniles"
"58",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Lepidogobius lepidus",NA,2,"adult/non-larval juveniles"
"59",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Lepidopsetta spp.",NA,4,"adult/non-larval juveniles"
"60",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Leptocottus armatus",NA,22,"adult/non-larval juveniles"
"61",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Lumpenus sagitta",NA,531,"adult/non-larval juveniles"
"62",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Mallotus villosus",NA,9,"adult/non-larval juveniles"
"63",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Ophiodon elongatus",NA,3,"adult/non-larval juveniles"
"64",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Pallasina barbata",NA,92,"adult/non-larval juveniles"
"65",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Parophrys vetulus",NA,17,"adult/non-larval juveniles"
"66",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Pholis laeta",NA,180,"adult/non-larval juveniles"
"67",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Rhamphocottus richardsonii",NA,1,"adult/non-larval juveniles"
"68",2022-07-12,"Guktu Bay",55.739816,-133.312022,"beach seine","Syngnathus leptorhynchus",NA,28,"adult/non-larval juveniles"
"69",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Anoplarchus insignis",NA,1,"adult/non-larval juveniles"
"70",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Apodichthys flavidus",NA,6,"adult/non-larval juveniles"
"71",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Artedius spp.",NA,128,"adult/non-larval juveniles"
"72",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Blepsias cirrhosus",NA,8,"adult/non-larval juveniles"
"73",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Brachyistius frenatus",NA,1,"adult/non-larval juveniles"
"74",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Cymatogaster aggregata",NA,17,"adult/non-larval juveniles"
"75",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Gadus chalcogrammus",NA,1,"adult/non-larval juveniles"
"76",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Gadus macrocephalus",NA,1,"adult/non-larval juveniles"
"77",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Gasterosteus aculeatus",NA,10,"adult/non-larval juveniles"
"78",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Hemilepidotus hemilepidotus",NA,1,"adult/non-larval juveniles"
"79",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Hemilepidotus sp.",NA,1,"adult/non-larval juveniles"
"80",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Hemilepidotus spinosus",NA,10,"adult/non-larval juveniles"
"81",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Hexagrammos decagrammus",NA,29,"adult/non-larval juveniles"
"82",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Hexagrammos octogrammus",NA,19,"adult/non-larval juveniles"
"83",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Hexagrammos stelleri",NA,69,"adult/non-larval juveniles"
"84",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Leptocottus armatus",NA,1,"adult/non-larval juveniles"
"85",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Lumpenus sagitta",NA,22,"adult/non-larval juveniles"
"86",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Myoxocephalus polyacanthocephalus",NA,13,"adult/non-larval juveniles"
"87",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Oncorhynchus gorbuscha",NA,1,"adult/non-larval juveniles"
"88",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Ophiodon elongatus",NA,17,"adult/non-larval juveniles"
"89",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Parophrys vetulus",NA,1,"adult/non-larval juveniles"
"90",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Pholis laeta",NA,201,"adult/non-larval juveniles"
"91",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Synchirus gilli",NA,3,"adult/non-larval juveniles"
"92",2022-07-27,"Karheen",55.789869,-133.32157,"beach seine","Syngnathus leptorhynchus",NA,23,"adult/non-larval juveniles"
"93",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Anoplarchus insignis",NA,1,"adult/non-larval juveniles"
"94",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Apodichthys flavidus",NA,1,"adult/non-larval juveniles"
"95",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Artedius spp.",NA,138,"adult/non-larval juveniles"
"96",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Aulorhynchus flavidus",NA,6,"adult/non-larval juveniles"
"97",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Blepsias cirrhosus",NA,1,"adult/non-larval juveniles"
"98",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Citharichthys stigmaeus",NA,1,"adult/non-larval juveniles"
"99",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Cymatogaster aggregata",NA,46,"adult/non-larval juveniles"
"100",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Enophrys bison",NA,2,"adult/non-larval juveniles"
"101",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Gasterosteus aculeatus",NA,19,"adult/non-larval juveniles"
"102",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Hexagrammos stelleri",NA,3,"adult/non-larval juveniles"
"103",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Leptocottus armatus",NA,1,"adult/non-larval juveniles"
"104",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Lumpenus sagitta",NA,162,"adult/non-larval juveniles"
"105",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Myoxocephalus polyacanthocephalus",NA,2,"adult/non-larval juveniles"
"106",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Nautichthys oculofasciatus",NA,1,"adult/non-larval juveniles"
"107",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Ophiodon elongatus",NA,1,"adult/non-larval juveniles"
"108",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Oxylebius pictus",NA,1,"adult/non-larval juveniles"
"109",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Pallasina barbata",NA,1,"adult/non-larval juveniles"
"110",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Pholis laeta",NA,72,"adult/non-larval juveniles"
"111",2022-07-26,"Halibut Nose",55.216791,-132.969439,"beach seine","Syngnathus leptorhynchus",NA,94,"adult/non-larval juveniles"
"112",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Ammodytes personatus",NA,149,"adult/non-larval juveniles"
"113",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Anoplarchus insignis",NA,2,"adult/non-larval juveniles"
"114",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Artedius spp.",NA,22,"adult/non-larval juveniles"
"115",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Aulorhynchus flavidus",NA,48,"adult/non-larval juveniles"
"116",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Blepsias cirrhosus",NA,1,"adult/non-larval juveniles"
"117",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Cymatogaster aggregata",NA,3,"adult/non-larval juveniles"
"118",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Enophrys bison",NA,1,"adult/non-larval juveniles"
"119",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Gadus macrocephalus",NA,3,"adult/non-larval juveniles"
"120",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Hemilepidotus spinosus",NA,5,"adult/non-larval juveniles"
"121",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Hexagrammos lagocephalus",NA,1,"adult/non-larval juveniles"
"122",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Hexagrammos stelleri",NA,38,"adult/non-larval juveniles"
"123",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Lumpenus sagitta",NA,1,"adult/non-larval juveniles"
"124",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Pholis laeta",NA,8,"adult/non-larval juveniles"
"125",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Sebastes caurinus",NA,3,"adult/non-larval juveniles"
"126",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Sebastes sp",NA,14,"adult/non-larval juveniles"
"127",2022-06-27,"Clam island",55.517981,-133.158075,"beach seine","Syngnathus leptorhynchus",NA,69,"adult/non-larval juveniles"
"128",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Ammodytes personatus",NA,6,"adult/non-larval juveniles"
"129",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Anoplarchus insignis",NA,1,"adult/non-larval juveniles"
"130",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Artedius spp.",NA,42,"adult/non-larval juveniles"
"131",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Aulorhynchus flavidus",NA,10,"adult/non-larval juveniles"
"132",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Blepsias cirrhosus",NA,3,"adult/non-larval juveniles"
"133",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Cymatogaster aggregata",NA,4,"adult/non-larval juveniles"
"134",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Gasterosteus aculeatus",NA,3,"adult/non-larval juveniles"
"135",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Hemilepidotus spinosus",NA,10,"adult/non-larval juveniles"
"136",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Hexagrammos octogrammus",NA,7,"adult/non-larval juveniles"
"137",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Hexagrammos stelleri",NA,38,"adult/non-larval juveniles"
"138",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Lepidopsetta spp.",NA,1,"adult/non-larval juveniles"
"139",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Leptocottus armatus",NA,1,"adult/non-larval juveniles"
"140",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Lumpenus sagitta",NA,29,"adult/non-larval juveniles"
"141",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Oncorhynchus gorbuscha",NA,7,"adult/non-larval juveniles"
"142",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Ophiodon elongatus",NA,19,"adult/non-larval juveniles"
"143",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Parophrys vetulus",NA,1,"adult/non-larval juveniles"
"144",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Pholis laeta",NA,34,"adult/non-larval juveniles"
"145",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Podothecus accipenserinus",NA,1,"adult/non-larval juveniles"
"146",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Rhinogobiops nicholsii",NA,1,"adult/non-larval juveniles"
"147",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Sebastes auriculatus",NA,9,"adult/non-larval juveniles"
"148",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Sebastes sp",NA,7,"adult/non-larval juveniles"
"149",2022-07-03,"North St. Philips",55.665754,-133.40493,"beach seine","Syngnathus leptorhynchus",NA,180,"adult/non-larval juveniles"
"150",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Ammodytes personatus",NA,2,"adult/non-larval juveniles"
"151",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Apodichthys flavidus",NA,1,"adult/non-larval juveniles"
"152",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Artedius spp.",NA,35,"adult/non-larval juveniles"
"153",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Aulorhynchus flavidus",NA,22,"adult/non-larval juveniles"
"154",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Blepsias cirrhosus",NA,88,"adult/non-larval juveniles"
"155",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Enophrys bison",NA,2,"adult/non-larval juveniles"
"156",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Gadus macrocephalus",NA,37,"adult/non-larval juveniles"
"157",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Gasterosteus aculeatus",NA,221,"adult/non-larval juveniles"
"158",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Hexagrammos stelleri",NA,40,"adult/non-larval juveniles"
"159",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Lepidogobius lepidus",NA,11,"adult/non-larval juveniles"
"160",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Leptocottus armatus",NA,6,"adult/non-larval juveniles"
"161",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Lumpenus sagitta",NA,692,"adult/non-larval juveniles"
"162",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Ophiodon elongatus",NA,33,"adult/non-larval juveniles"
"163",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Pallasina barbata",NA,3,"adult/non-larval juveniles"
"164",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Parophrys vetulus",NA,9,"adult/non-larval juveniles"
"165",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Pholis laeta",NA,244,"adult/non-larval juveniles"
"166",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Syngnathus leptorhynchus",NA,122,"adult/non-larval juveniles"
"167",2022-06-30,"Santa Rita",55.418589,-133.45424,"beach seine","Trichodon trichodon",NA,3,"adult/non-larval juveniles"
"168",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Ammodytes personatus",NA,4,"adult/non-larval juveniles"
"169",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Artedius spp.",NA,72,"adult/non-larval juveniles"
"170",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Aulorhynchus flavidus",NA,22,"adult/non-larval juveniles"
"171",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Blepsias cirrhosus",NA,2,"adult/non-larval juveniles"
"172",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Citharichthys sordidus",NA,1,"adult/non-larval juveniles"
"173",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Enophrys bison",NA,2,"adult/non-larval juveniles"
"174",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Gadus macrocephalus",NA,26,"adult/non-larval juveniles"
"175",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Gasterosteus aculeatus",NA,6,"adult/non-larval juveniles"
"176",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Hemilepidotus spinosus",NA,1,"adult/non-larval juveniles"
"177",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Hexagrammos decagrammus",NA,1,"adult/non-larval juveniles"
"178",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Hexagrammos octogrammus",NA,3,"adult/non-larval juveniles"
"179",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Hexagrammos stelleri",NA,35,"adult/non-larval juveniles"
"180",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Lumpenus sagitta",NA,8,"adult/non-larval juveniles"
"181",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Oncorhynchus gorbuscha",NA,1,"adult/non-larval juveniles"
"182",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Ophiodon elongatus",NA,107,"adult/non-larval juveniles"
"183",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Pholis laeta",NA,177,"adult/non-larval juveniles"
"184",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Scorpaenidae",NA,7,"adult/non-larval juveniles"
"185",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Sebastes caurinus",NA,1,"adult/non-larval juveniles"
"186",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Sebastes sp",NA,1,"adult/non-larval juveniles"
"187",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Stichaeus punctatus",NA,1,"adult/non-larval juveniles"
"188",2022-07-01,"Harmony island",55.719394,-133.40571,"beach seine","Syngnathus leptorhynchus",NA,50,"adult/non-larval juveniles"
"189",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Apodichthys flavidus",NA,6,"adult/non-larval juveniles"
"190",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Artedius spp.",NA,17,"adult/non-larval juveniles"
"191",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Blepsias cirrhosus",NA,1,"adult/non-larval juveniles"
"192",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Citharichthys sordidus",NA,1,"adult/non-larval juveniles"
"193",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Citharichthys stigmaeus",NA,1,"adult/non-larval juveniles"
"194",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Enophrys lucasi",NA,1,"adult/non-larval juveniles"
"195",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Gadus macrocephalus",NA,2,"adult/non-larval juveniles"
"196",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Gasterosteus aculeatus",NA,8,"adult/non-larval juveniles"
"197",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Hemilepidotus sp.",NA,1,"adult/non-larval juveniles"
"198",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Hemilepidotus spinosus",NA,1,"adult/non-larval juveniles"
"199",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Hexagrammos stelleri",NA,17,"adult/non-larval juveniles"
"200",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Leptocottus armatus",NA,8,"adult/non-larval juveniles"
"201",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Lumpenus sagitta",NA,24,"adult/non-larval juveniles"
"202",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Myoxocephalus polyacanthocephalus",NA,1,"adult/non-larval juveniles"
"203",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Oncorhynchus gorbuscha",NA,2,"adult/non-larval juveniles"
"204",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Oncorhynchus keta",NA,2,"adult/non-larval juveniles"
"205",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Ophiodon elongatus",NA,11,"adult/non-larval juveniles"
"206",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Pallasina barbata",NA,1,"adult/non-larval juveniles"
"207",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Pholis laeta",NA,126,"adult/non-larval juveniles"
"208",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Rhinogobiops nicholsii",NA,1,"adult/non-larval juveniles"
"209",2022-06-29,"Triste pt",55.418367,-133.49597,"beach seine","Syngnathus leptorhynchus",NA,77,"adult/non-larval juveniles"
"210",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Ammodytes personatus",NA,1,"adult/non-larval juveniles"
"211",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Artedius spp.",NA,81,"adult/non-larval juveniles"
"212",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Citharichthys sordidus",NA,1,"adult/non-larval juveniles"
"213",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Cymatogaster aggregata",NA,19,"adult/non-larval juveniles"
"214",2022-07-16,"Port Refugio",55.282137,-133.334028,"beach seine","Gasterosteus aculeatus",NA,551,"adult/non-larval juveniles"
